date,gold_price_usd,silver_price,s&p_500_index,nyse_com_index,usd_selling_exrate,gold_lkr
9/2/2018,1313,16,2620,12406,156.1869,203624
12/2/2018,1324,17,2656,12560,156.1364,204200
13/02/2018,1328,17,2663,12574,156.43765,205279
14/02/2018,1356,17,2699,12747,156.7389,206358
15/02/2018,1352,17,2731,12857,157.2011,210585
16/02/2018,1353,17,2732,12874,156.6687,210614
19/02/2018,1327,17,2696,12722,156.97,209468
20/02/2018,1329,16,2716,12763,157.1407,208477
21/02/2018,1330,17,2701,12696,157.191,206525
22/02/2018,1331,17,2704,12712,157.01,205788
23/02/2018,1328,16,2747,12884,157.0201,206399
26/02/2018,1331,17,2780,13000,157.0004,207449
27/02/2018,1316,16,2744,12819,156.74,207105
28/02/2018,1316,16,2714,12653,156.7198,204105
1/3/2018,1303,16,2678,12519,156.8101,204062.5
2/3/2018,1321,16,2691,12558,156.9004,204020
5/3/2018,1318,16,2721,12681,156.9603,205892
6/3/2018,1334,17,2728,12721,156.86,205159
7/3/2018,1326,16,2727,12707,156.9102,207120
8/3/2018,1320,16,2739,12745,157.1308,206184
9/3/2018,1322,17,2787,12919,157.1408,205001
12/3/2018,1319,16,2783,12898,157.231,205747
13/03/2018,1326,17,2765,12832,157.3712,205929
14/03/2018,1324,16,2749,12763,157.4214,206928
15/03/2018,1317,16,2747,12744,157.5418,206643
16/03/2018,1311,16,2752,12784,157.6822,205393
19/03/2018,1317,16,2713,12651,157.7022,204754
20/03/2018,1311,16,2717,12664,157.8523,205715
21/03/2018,1321,16,2712,12684,157.8522,205158
22/03/2018,1327,16,2644,12377,157.8522,207577
23/03/2018,1349,17,2588,12178,157.8823,208768
26/03/2018,1354,17,2659,12433,157.8923,210339
27/03/2018,1341,16,2613,12303,157.8423,211233
28/03/2018,1324,16,2605,12309,157.7921,210151
29/03/2018,1323,16,2641,12452,157.4914,207132
30/03/2018,1336,16,2621,12335,157.50645,207157
2/4/2018,1342,17,2582,12217,157.5215,207182
3/4/2018,1333,16,2614,12367,157.0504,207988
4/4/2018,1336,16,2645,12466,157.6016,207431
5/4/2018,1324,16,2663,12572,157.6519,207663
6/4/2018,1332,16,2604,12349,157.3913,207112
9/4/2018,1336,17,2613,12381,157.251,207268
10/4/2018,1342,17,2657,12566,157.3612,207415
11/4/2018,1357,17,2642,12515,157.4013,208621
12/4/2018,1338,16,2664,12580,157.4615,210369
13/04/2018,1345,17,2656,12546,157.49655,210138
16/04/2018,1348,17,2678,12628,157.5316,209907
17/04/2018,1347,17,2706,12706,157.8022,210151
18/04/2018,1351,17,2709,12733,158.143,210205
19/04/2018,1347,17,2693,12671,158.1226,211109
20/04/2018,1337,17,2670,12607,158.0626,209896
23/04/2018,1323,17,2670,12611,158.173,208579
24/04/2018,1331,17,2635,12514,158.6938,208088
25/04/2018,1321,16,2639,12518,159.0445,208817
26/04/2018,1316,16,2667,12583,159.0339,208514
27/04/2018,1320,16,2670,12594,159.0139,207706
30/04/2018,1316,16,2648,12515,159.00975,207179.5
1/5/2018,1304,16,2655,12493,159.0056,206653
2/5/2018,1303,16,2636,12418,159.0077,206640
3/5/2018,1311,16,2630,12393,159.0357,206565
4/5/2018,1313,16,2663,12493,158.9878,207391
7/5/2018,1312,16,2673,12520,158.9915,207339
8/5/2018,1312,16,2672,12520,158.9952,207287
9/5/2018,1311,16,2698,12632,158.9855,206695
10/5/2018,1321,17,2723,12732,159.256,207401
11/5/2018,1319,17,2728,12762,159.2961,208374
14/05/2018,1317,17,2730,12772,159.1759,208540
15/05/2018,1289,16,2711,12705,159.2359,207477
16/05/2018,1290,16,2722,12744,159.2959,204531
17/05/2018,1288,16,2720,12748,159.5559,205174
18/05/2018,1290,16,2713,12717,159.3359,203679
21/05/2018,1290,16,2733,12804,159.3157,203539
22/05/2018,1292,17,2724,12767,159.2457,203653
23/05/2018,1289,16,2733,12743,159.3259,204122
24/05/2018,1304,17,2728,12697,159.3259,204555
25/05/2018,1303,16,2721,12635,159.3359,205859
28/05/2018,1298,16,2728,12729,159.376,205185
29/05/2018,1299,16,2690,12443,159.3559,205212.5
30/05/2018,1302,16,2724,12626,159.3358,205240
31/05/2018,1300,16,2705,12527,159.4762,205770
1/6/2018,1295,16,2735,12621,159.6163,205402
4/6/2018,1293,16,2747,12674,159.8467,205076
5/6/2018,1298,16,2749,12659,159.8165,204819
6/6/2018,1297,17,2772,12778,159.8867,205689
7/6/2018,1299,17,2770,12789,160.0069,205722
8/6/2018,1298,17,2779,12832,160.177,206020
11/6/2018,1299,17,2782,12857,160.2472,206702
12/6/2018,1295,17,2787,12845,160.7278,206676
13/06/2018,1297,17,2776,12785,160.8079,206835
14/06/2018,1304,17,2782,12772,160.9282,207176
15/06/2018,1275,16,2780,12735,160.9682,205989.5
18/06/2018,1276,16,2774,12709,161.0082,204803
19/06/2018,1276,16,2763,12639,161.1782,206393
20/06/2018,1271,16,2767,12649,161.2683,203897
21/06/2018,1267,16,2750,12560,161.3183,202917
22/06/2018,1267,16,2755,12640,160.9279,202369
25/06/2018,1266,16,2717,12482,160.3972,202002
26/06/2018,1257,16,2723,12511,160.267,200716
27/06/2018,1253,16,2700,12412,160.06175,199795.5
28/06/2018,1248,16,2716,12476,159.8565,198875
29/06/2018,1251,16,2718,12504,159.7664,197403
2/7/2018,1240,16,2727,12486,159.7464,198197
3/7/2018,1252,16,2713,12495,159.7664,196577
4/7/2018,1253,16,2715,12475,159.8165,199328
5/7/2018,1257,16,2737,12585,159.9565,199132
6/7/2018,1254,16,2760,12665,160.2472,199262
9/7/2018,1258,16,2784,12777,160.4675,200262
10/7/2018,1254,16,2794,12815,160.5576,200532
11/7/2018,1243,16,2774,12682,160.5776,199351
12/7/2018,1245,16,2798,12761,160.5976,198139
13/07/2018,1240,16,2801,12770,160.7471,198798
16/07/2018,1238,16,2798,12749,160.8973,198165
17/07/2018,1226,16,2810,12779,161.2578,198341
18/07/2018,1226,16,2816,12823,161.2551,196489
19/07/2018,1222,15,2804,12786,161.2752,195916
20/07/2018,1230,15,2802,12790,161.3053,195003
23/07/2018,1224,15,2807,12794,161.3053,197108
24/07/2018,1224,15,2820,12847,160.9547,195031
25/07/2018,1231,16,2846,12934,160.9347,195315
26/07/2018,1225,15,2837,12953,160.9747,196518
27/07/2018,1223,15,2819,12921,160.97975,195694
30/07/2018,1221,15,2803,12903,160.9848,194870
31/07/2018,1224,16,2816,12963,161.115,195051
1/8/2018,1218,15,2813,12902,161.1049,195451
2/8/2018,1211,15,2827,12898,161.0248,194736
3/8/2018,1214,15,2840,12953,161.1249,192866
6/8/2018,1209,15,2850,12964,161.2051,194487
7/8/2018,1210,15,2858,13000,161.185,193333
8/8/2018,1213,15,2858,12988,161.175,193791
9/8/2018,1212,15,2854,12957,161.3252,194262
10/8/2018,1211,15,2833,12843,161.3453,194039
13/08/2018,1191,15,2822,12764,161.3853,193529
14/08/2018,1193,15,2840,12835,161.4153,191459
15/08/2018,1178,14,2818,12723,161.4854,190852
16/08/2018,1176,15,2841,12841,161.5455,187876
17/08/2018,1177,15,2850,12908,161.7858,188836
20/08/2018,1187,15,2857,12965,161.8159,190312
21/08/2018,1193,15,2863,12997,161.936,191638
22/08/2018,1196,15,2862,12991,161.951,191520
23/08/2018,1187,15,2857,12933,161.966,191402
24/08/2018,1206,15,2875,12999,162.1162,190710
27/08/2018,1209,15,2897,13102,162.3064,193926
28/08/2018,1207,15,2898,13085,162.4066,194755
29/08/2018,1205,15,2914,13132,162.4968,194193
30/08/2018,1198,14,2901,13040,162.6869,194469
31/08/2018,1200,14,2902,13017,162.7471,194107
3/9/2018,1196,15,2902,13075,162.787,193775
4/9/2018,1193,14,2897,12970,162.9973,194076
5/9/2018,1195,14,2889,12969,163.3676,193318
6/9/2018,1198,14,2878,12939,163.578,194358
7/9/2018,1194,14,2872,12911,163.2576,194715
10/9/2018,1193,14,2877,12929,163.477,193299
11/9/2018,1195,14,2888,12952,163.8475,193827
12/9/2018,1205,14,2889,12990,163.7873,193841
13/09/2018,1202,14,2904,13035,163.9676,195804
14/09/2018,1195,14,2905,13051,164.3781,196097
17/09/2018,1200,14,2889,13032,165.149,194982
18/09/2018,1197,14,2904,13092,166.6411,196877
19/09/2018,1202,14,2908,13122,167.4125,198699
20/09/2018,1206,14,2931,13225,168.6341,200793
21/09/2018,1196,14,2930,13236,170.6569,203059
24/09/2018,1199,14,2919,13162,170.52675,202552.5
25/09/2018,1200,14,2916,13161,170.3966,202046
26/09/2018,1194,14,2906,13102,170.6566,202867
27/09/2018,1182,14,2914,13106,170.6767,202152
28/09/2018,1192,15,2914,13083,170.8572,200498
1/10/2018,1187,14,2925,13125,170.9072,201335
2/10/2018,1202,15,2923,13106,170.7569,201495
3/10/2018,1198,15,2926,13119,170.9473,204442
4/10/2018,1197,15,2902,13042,171.4279,203076
5/10/2018,1201,15,2886,12992,171.6784,203926
8/10/2018,1184,14,2884,13000,171.9987,203752
9/10/2018,1187,14,2880,12960,172.3491,205179
10/10/2018,1189,14,2786,12622,172.8198,203356
11/10/2018,1224,15,2728,12350,172.9,204429
12/10/2018,1218,15,2767,12439,172.9301,209067
15/10/2018,1226,15,2751,12426,171.6077,208765
16/10/2018,1227,15,2810,12646,172.279,209028
17/10/2018,1224,15,2809,12613,172.6395,209037
18/10/2018,1227,15,2769,12445,172.7295,208978
19/10/2018,1225,15,2768,12457,172.9901,210112
22/10/2018,1221,15,2756,12375,173.3808,210770
23/10/2018,1233,15,2741,12287,174.1217,210805
24/10/2018,1228,15,2656,11970,174.2218,212194.5
25/10/2018,1229,15,2706,12119,174.3219,213584
26/10/2018,1233,15,2659,11977,174.4421,212932
29/10/2018,1225,14,2641,11943,174.7525,213605
30/10/2018,1223,14,2683,12130,175.5637,213566
31/10/2018,1212,14,2712,12208,176.2547,209615
1/11/2018,1236,15,2740,12357,177.3261,213358
2/11/2018,1231,15,2723,12322,175.824,214920
5/11/2018,1230,15,2738,12424,176.0543,214959
6/11/2018,1224,14,2755,12480,176.06935,214439
7/11/2018,1226,15,2814,12679,176.0844,213919
8/11/2018,1223,14,2807,12622,176.3549,214082
9/11/2018,1206,14,2781,12538,176.7154,213668
12/11/2018,1201,14,2726,12344,176.8654,212191
13/11/2018,1199,14,2722,12328,177.3061,211405
14/11/2018,1208,14,2702,12275,177.6267,211841
15/11/2018,1213,14,2730,12362,178.1073,213201
16/11/2018,1221,14,2736,12400,178.1374,214522
19/11/2018,1223,14,2691,12281,178.2675,215732
20/11/2018,1219,14,2642,12049,178.6581,216069
21/11/2018,1226,14,2650,12123,179.0487,216406
22/11/2018,1218,14,2690,12243,179.85465,217750.5
23/11/2018,1221,14,2633,12036,180.6606,219095
26/11/2018,1220,14,2673,12182,181.542,219690
27/11/2018,1211,14,2682,12188,181.9426,220170
28/11/2018,1221,14,2744,12418,182.2733,219204
29/11/2018,1224,14,2738,12389,181.3919,220137
30/11/2018,1220,14,2760,12458,181.462,220023
3/12/2018,1234,14,2790,12578,180.9009,219932
4/12/2018,1241,15,2700,12222,180.5705,220808
5/12/2018,1243,14,2746,12413,180.841,221196
6/12/2018,1238,14,2696,12144,181.0212,222121
7/12/2018,1247,15,2633,11942,181.0212,221846
10/12/2018,1244,14,2638,11889,180.5805,223451
11/12/2018,1242,15,2637,11861,180.8408,222785
12/12/2018,1244,15,2651,11943,181.0613,223201
13/12/2018,1243,15,2651,11936,181.3015,223282
14/12/2018,1237,15,2600,11755,181.3618,223152
17/12/2018,1247,15,2546,11532,181.6321,222625
18/12/2018,1249,15,2546,11502,181.7021,224481
19/12/2018,1252,15,2507,11372,181.8724,225128
20/12/2018,1264,15,2467,11223,182.223,224600
21/12/2018,1254,15,2417,11037,182.7137,227936
24/12/2018,1268,15,2351,10770,182.954,228819
25/12/2018,1279,15,2458,11181,183.0642,229862
26/12/2018,1269,15,2468,11204,183.1744,230905
27/12/2018,1277,15,2489,11285,183.5548,230839
28/12/2018,1280,15,2486,11291,184.0758,232952
31/12/2018,1278,15,2507,11374,184.6966,233747
1/1/2019,1286,15,2481,11267,184.6363,234605
2/1/2019,1281,16,2510,11384,184.5462,233896
3/1/2019,1292,16,2448,11190,184.6462,235741
4/1/2019,1283,16,2532,11533,184.6663,237280
7/1/2019,1287,16,2550,11606,184.4959,235559
8/1/2019,1283,16,2574,11716,184.0954,234813
9/1/2019,1289,16,2585,11778,184.3458,234419
10/1/2019,1285,16,2597,11839,184.1555,236299
11/1/2019,1287,16,2596,11848,183.8449,235207
14/01/2019,1289,16,2583,11799,183.7649,234915
15/01/2019,1286,16,2610,11869,183.9001,234971
16/01/2019,1292,16,2616,11908,184.0353,235027
17/01/2019,1291,15,2636,11995,184.0955,236072
18/01/2019,1281,15,2671,12152,183.6647,235419
21/01/2019,1290,16,2623,11944,183.4243,233192
22/01/2019,1283,15,2633,11999,183.5546,232408
23/01/2019,1283,15,2639,12021,183.8853,233659
24/01/2019,1279,15,2642,12029,183.9552,233867
25/01/2019,1297,16,2665,12127,183.5747,233007
28/01/2019,1302,16,2644,12065,183.4544,236561
29/01/2019,1308,16,2640,12091,183.4144,236877
30/01/2019,1310,16,2681,12222,182.7033,238415
31/01/2019,1320,16,2704,12299,181.2816,237175
1/2/2019,1317,16,2707,12330,180.1999,235589
4/2/2019,1314,16,2725,12382,179.519,234428.5
5/2/2019,1314,16,2738,12428,178.8381,233268
6/2/2019,1310,16,2732,12399,179.9798,233959
7/2/2019,1309,16,2706,12295,179.6092,232295
8/2/2019,1314,16,2708,12292,179.5189,232525
11/2/2019,1307,16,2710,12298,179.6291,233651
12/2/2019,1309,16,2745,12438,179.6391,232636
13/02/2019,1311,16,2753,12475,180.0498,233860
14/02/2019,1310,16,2746,12440,180.21,233536
15/02/2019,1318,16,2776,12603,180.2802,234374
18/02/2019,1331,16,2746,12451,180.4203,236707
19/02/2019,1340,16,2780,12628,180.96115,239274
20/02/2019,1343,16,2785,12674,181.502,241841
21/02/2019,1324,16,2775,12622,181.3717,240409
22/02/2019,1329,16,2793,12695,181.3115,238101
25/02/2019,1326,16,2796,12700,181.2814,238830
26/02/2019,1325,16,2794,12687,181.4017,238685
27/02/2019,1318,16,2792,12690,181.5719,238989
28/02/2019,1313,16,2784,12645,181.662,237065
1/3/2019,1296,15,2804,12701,181.7323,236547
4/3/2019,1285,15,2793,12637,181.627,233933
5/3/2019,1282,15,2790,12624,181.5217,231319
6/3/2019,1285,15,2771,12538,180.8508,231116
7/3/2019,1284,15,2749,12443,180.2,229730
8/3/2019,1297,15,2743,12415,180.19,229671
11/3/2019,1289,15,2783,12561,180.16,231329
12/3/2019,1296,15,2792,12583,180.3202,231157
13/03/2019,1308,15,2811,12674,180.5805,233258
14/03/2019,1293,15,2808,12660,180.5905,233724
15/03/2019,1302,15,2822,12716,180.6005,231626
18/03/2019,1300,15,2833,12781,180.28,232193
19/03/2019,1305,15,2833,12761,180.1497,233237
20/03/2019,1301,15,2824,12700,180.17975,234297.5
21/03/2019,1306,15,2855,12783,180.2098,235358
22/03/2019,1312,15,2801,12539,179.7894,233294
25/03/2019,1322,16,2798,12536,179.8695,234296
26/03/2019,1314,15,2818,12641,179.9496,235344
27/03/2019,1310,15,2805,12592,179.4086,234316
28/03/2019,1290,15,2815,12633,178.127,231100
29/03/2019,1293,15,2834,12697,178.0169,227442
1/4/2019,1288,15,2867,12836,177.2357,226964
2/4/2019,1290,15,2867,12819,176.6648,225117
3/4/2019,1290,15,2873,12834,176.3744,225476
4/4/2019,1289,15,2879,12869,176.4947,225458
5/4/2019,1290,15,2893,12928,176.5048,225499
8/4/2019,1297,15,2896,12943,176.665,226714
9/4/2019,1304,15,2878,12850,176.4647,226868
10/4/2019,1309,15,2888,12887,176.5648,227437
11/4/2019,1289,15,2888,12887,176.4946,228378
12/4/2019,1291,15,2907,12970,176.5047,225962
15/04/2019,1287,15,2906,12957,176.47965,225277
16/04/2019,1273,15,2907,12952,176.4546,224592
17/04/2019,1272,15,2900,12907,176.4647,223128
18/04/2019,1272,15,2905,12923,176.3244,222224
19/04/2019,1274,15,2905,12942,176.32435,222634
22/04/2019,1274,15,2908,12914,176.3243,223044
23/04/2019,1269,15,2934,12994,176.4946,222847
24/04/2019,1276,15,2927,12952,176.5647,221865
25/04/2019,1276,15,2926,12913,176.8656,223012
26/04/2019,1285,15,2940,12991,177.0857,224149
29/04/2019,1279,15,2943,13008,177.4561,225368
30/04/2019,1283,15,2946,13061,177.7363,224983
1/5/2019,1281,15,2924,12946,177.9017,224633.5
2/5/2019,1270,15,2918,12930,178.0671,224284
3/5/2019,1279,15,2946,13038,178.7284,224834
6/5/2019,1282,15,2932,12977,179.0285,226869
7/5/2019,1284,15,2884,12779,179.2987,227847
8/5/2019,1279,15,2879,12767,178.8278,228039
9/5/2019,1284,15,2871,12731,176.8454,225584
10/5/2019,1286,15,2881,12788,177.6464,225481
13/05/2019,1300,15,2812,12527,178.1371,226309
14/05/2019,1295,15,2834,12620,178.3773,229346
15/05/2019,1296,15,2851,12652,178.5877,229160
16/05/2019,1285,14,2876,12738,178.1269,228519
17/05/2019,1275,14,2860,12658,177.8265,226637
20/05/2019,1276,14,2840,12617,177.8165,225570
21/05/2019,1272,14,2864,12721,177.8065,224503
22/05/2019,1274,14,2856,12672,178.087,224442
23/05/2019,1285,15,2822,12525,178.5775,225067
24/05/2019,1283,15,2826,12581,178.2372,226682
27/05/2019,1296,14,2842,12623,178.2171,227105
28/05/2019,1277,14,2802,12466,178.1268,226026
29/05/2019,1281,14,2783,12386,178.117,225779
30/05/2019,1287,14,2789,12394,178.137,225283
31/05/2019,1306,15,2752,12264,178.2672,227771
3/6/2019,1323,15,2744,12342,178.3372,231587
4/6/2019,1323,15,2803,12561,178.3473,233674
5/6/2019,1328,15,2826,12615,178.35225,234086
6/6/2019,1338,15,2843,12676,178.3572,234498
7/6/2019,1341,15,2873,12766,178.2771,235206
10/6/2019,1325,15,2887,12802,178.3172,234577
11/6/2019,1326,15,2886,12814,178.2971,234524
12/6/2019,1332,15,2880,12785,178.3272,234719
13/06/2019,1339,15,2892,12828,178.3572,235994
14/06/2019,1340,15,2887,12787,178.4574,237712
17/06/2019,1339,15,2890,12776,178.6376,236904
18/06/2019,1347,15,2918,12907,178.6377,237271
19/06/2019,1345,15,2926,12954,178.5477,237600
20/06/2019,1393,15,2954,13082,178.4975,243651
21/06/2019,1396,15,2950,13047,178.5175,248622
24/06/2019,1414,15,2945,13020,178.5075,248413
25/06/2019,1415,15,2917,12937,178.2872,251768
26/06/2019,1412,15,2914,12912,178.2171,249230
27/06/2019,1408,15,2925,12965,178.2673,248497
28/06/2019,1410,15,2942,13050,178.3574,250924
1/7/2019,1386,15,2964,13128,178.2674,245563
2/7/2019,1405,15,2973,13153,178.0669,245106
3/7/2019,1418,15,2996,13240,178.067,251608
4/7/2019,1399,15,2960,13107,177.8566,250111
5/7/2019,1397,15,2990,13211,177.8667,249785
8/7/2019,1397,15,2976,13147,177.8867,246400
9/7/2019,1398,15,2980,13137,177.7867,245421
10/7/2019,1410,15,2993,13173,177.4561,245025
11/7/2019,1404,15,3000,13199,177.3159,249678
12/7/2019,1410,15,3014,13235,177.2157,247199
15/07/2019,1411,15,3014,13233,177.2358,247768
16/07/2019,1409,16,3004,13195,177.31095,247327.5
17/07/2019,1421,16,2984,13120,177.3861,246887
18/07/2019,1426,16,2995,13169,177.376,250082
19/07/2019,1425,16,2977,13112,177.4061,253682
22/07/2019,1425,16,2985,13110,177.4662,250770
23/07/2019,1420,16,3005,13198,177.5964,249596
24/07/2019,1423,17,3020,13235,177.7065,250155
25/07/2019,1414,16,3004,13169,177.8968,250786
26/07/2019,1419,16,3026,13236,177.8968,249586
29/07/2019,1420,16,3021,13223,177.8968,250611
30/07/2019,1430,17,3013,13187,177.9068,250810
31/07/2019,1426,16,2980,13067,177.9768,251748
1/8/2019,1421,16,2954,12921,178.0569,248528
2/8/2019,1446,16,2932,12840,178.2372,252704
5/8/2019,1465,16,2845,12497,178.3074,255758
6/8/2019,1472,16,2882,12628,178.6378,259375
7/8/2019,1507,17,2884,12633,179.2287,263412
8/8/2019,1498,17,2938,12829,179.1885,266113
9/8/2019,1497,17,2919,12748,178.6679,266726
12/8/2019,1505,17,2883,12586,178.6328,267432
13/08/2019,1502,17,2926,12724,178.5977,268138
14/08/2019,1516,17,2841,12368,178.62275,268586
15/08/2019,1520,17,2848,12410,178.6478,269034
16/08/2019,1513,17,2889,12580,178.7981,269406
19/08/2019,1500,17,2924,12688,178.8482,267153
20/08/2019,1505,17,2901,12599,179.1386,265329
21/08/2019,1505,17,2924,12697,179.6867,267483
22/08/2019,1497,17,2923,12688,180.4706,267950
23/08/2019,1527,17,2847,12416,181.2417,268378
26/08/2019,1526,18,2878,12520,181.4721,277708
27/08/2019,1541,18,2869,12474,181.3418,274832
28/08/2019,1538,18,2888,12559,181.4619,276441
29/08/2019,1527,18,2925,12704,182.1527,277599
30/08/2019,1519,18,2926,12737,182.1028,275314
2/9/2019,1523,18,2897,12599,181.011,274363
3/9/2019,1546,19,2906,12663,181.5619,273893
4/9/2019,1550,19,2938,12796,181.9827,278122
5/9/2019,1515,19,2976,12918,182.173,278848
6/9/2019,1506,18,2979,12933,182.3832,273918
9/9/2019,1502,18,2978,12961,182.5033,272948
10/9/2019,1490,18,2979,12994,182.1828,268949
11/9/2019,1494,18,3001,13082,182.1026,268965
12/9/2019,1499,18,3010,13116,182.0726,269224
13/09/2019,1491,17,3007,13124,182.0726,270426.5
16/09/2019,1503,18,2998,13108,182.0726,271629
17/09/2019,1505,18,3006,13131,182.1828,270772
18/09/2019,1508,18,3007,13119,182.283,271319
19/09/2019,1498,18,3007,13111,182.4532,269736
20/09/2019,1507,18,2992,13094,182.6335,271873
23/09/2019,1524,19,2992,13085,182.7938,274902
24/09/2019,1532,19,2967,12992,183.1442,275641
25/09/2019,1505,18,2985,13038,182.9138,277598
26/09/2019,1508,18,2978,13029,183.2944,273936
27/09/2019,1499,18,2962,12972,183.5447,273561
30/09/2019,1466,17,2977,13005,183.5647,271696
1/10/2019,1482,17,2940,12835,183.755,267055
2/10/2019,1501,18,2888,12608,184.0354,269485
3/10/2019,1507,18,2911,12686,183.5547,273311
4/10/2019,1506,18,2952,12832,183.2143,274065
7/10/2019,1498,17,2939,12778,183.074,273463
8/10/2019,1497,18,2893,12591,182.5733,270206
9/10/2019,1506,18,2919,12691,182.1427,271914
10/10/2019,1495,18,2938,12766,182.2228,272218
11/10/2019,1483,17,2970,12927,182.2731,270174
14/10/2019,1492,18,2966,12896,182.353,268525
15/10/2019,1478,17,2996,13006,182.7335,270049
16/10/2019,1488,17,2990,12995,183.5648,269434
17/10/2019,1492,18,2998,13039,183.5647,270723
18/10/2019,1488,18,2986,13007,183.6549,271568
21/10/2019,1482,18,3007,13089,183.6449,271164
22/10/2019,1482,17,2996,13072,183.4545,269823
23/10/2019,1490,18,3005,13114,183.3044,270374
24/10/2019,1499,18,3010,13119,183.094,270982
25/10/2019,1500,18,3023,13146,182.9838,272166
28/10/2019,1490,18,3039,13186,183.094,272814
29/10/2019,1487,18,3037,13210,183.1842,270804
30/10/2019,1493,18,3047,13244,183.2642,270325
31/10/2019,1511,18,3038,13172,183.3179,272057
1/11/2019,1508,18,3067,13300,182.9838,273913
4/11/2019,1508,18,3078,13355,182.8637,274282
5/11/2019,1481,18,3075,13340,182.1728,272276
6/11/2019,1490,18,3077,13352,182.0726,267563
7/11/2019,1464,17,3085,13396,182.4731,269131
8/11/2019,1461,17,3093,13408,182.4933,265685
11/11/2019,1456,17,3087,13388,182.4264667,264931.6667
12/11/2019,1452,17,3092,13388,182.3596333,264178.3333
13/11/2019,1462,17,3094,13385,182.2928,263425
14/11/2019,1472,17,3097,13392,182.1025,263474
15/11/2019,1467,17,3120,13493,182.1126,264613
18/11/2019,1471,17,3122,13484,181.6725,264220
19/11/2019,1473,17,3120,13466,181.2914,264346
20/11/2019,1473,17,3108,13419,181.0712,264174
21/11/2019,1463,17,3104,13406,181.0611,263771
22/11/2019,1463,17,3110,13441,181.3717,262809
25/11/2019,1457,17,3134,13533,181.7623,262970
26/11/2019,1460,17,3141,13560,182.5533,262403
27/11/2019,1453,17,3154,13608,183.2645,264423
28/11/2019,1470,17,3128,13510,182.5934,263737
29/11/2019,1466,17,3141,13545,182.4131,262884
2/12/2019,1462,17,3114,13448,182.6033,264071
3/12/2019,1478,17,3093,13366,182.8938,264671
4/12/2019,1474,17,3113,13458,183.2142,268154
5/12/2019,1477,17,3117,13482,183.024,267591
6/12/2019,1459,16,3146,13588,183.1942,267560
9/12/2019,1459,17,3136,13555,182.9838,264751
10/12/2019,1463,17,3133,13545,183.0038,264882
11/12/2019,1469,17,3142,13580,182.9287,266060.5
12/12/2019,1467,17,3169,13697,182.8536,267239
13/12/2019,1476,17,3169,13697,182.5633,265629
16/12/2019,1475,17,3191,13795,182.8137,267046
17/12/2019,1475,17,3193,13795,182.8438,267515
18/12/2019,1473,17,3191,13799,182.8136,267339
19/12/2019,1478,17,3205,13832,182.8438,267765
20/12/2019,1475,17,3221,13889,183.144,268032
23/12/2019,1483,17,3224,13900,182.8136,268400
24/12/2019,1499,18,3223,13895,182.9939,269931
25/12/2019,1520,17,3213,13863,183.00395,271330.5
26/12/2019,1509,18,3240,13940,183.014,272730
27/12/2019,1514,18,3240,13944,183.064,274216
30/12/2019,1515,18,3221,13876,183.2142,274762
31/12/2019,1520,18,3231,13913,183.3345,276404
1/1/2020,1552,18,3229,13907,183.154,275391
